GENOME	ENTROPIES for motif lengths [1 2 3 4 5]
182386478062938375920011750839830195635	1.000000000000000e+00 2.000000000000000e+00 2.937194531114785e+00 3.375000000000001e+00 3.500000000000000e+00
282309922321821242432460428357225401555	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.320312500000001e+00 3.500000000000000e+00
238342748000333003231159290347313974597	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.367187500000001e+00 3.500000000000000e+00
277126794086287223368977943128097974202	1.000000000000000e+00 2.000000000000000e+00 2.937194531114786e+00 3.398437500000001e+00 3.500000000000000e+00
189779289791232760701421653635996327435	1.000000000000000e+00 2.000000000000000e+00 2.880592089725437e+00 3.351562500000001e+00 3.500000000000000e+00
155004443856569254617041790139026140025	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.312500000000001e+00 3.500000000000000e+00
188111458141081822762435663985993330328	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.359375000000001e+00 3.500000000000000e+00
233241888930697626546866433102890780386	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.314414941389349e+00 3.500000000000000e+00
162767902231021039656318500262428354219	1.000000000000000e+00 2.000000000000000e+00 2.895436890740204e+00 3.335937500000001e+00 3.500000000000000e+00
96390668745612822977955337422816711129	1.000000000000000e+00 2.000000000000000e+00 2.945159765557395e+00 3.421875000000000e+00 3.500000000000000e+00
252964699515412447261216890639240518661	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.398437500000001e+00 3.500000000000000e+00
140774904955313699422450312798196465732	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.375000000000001e+00 3.500000000000000e+00
207201353151631364839327658438876787759	1.000000000000000e+00 2.000000000000000e+00 2.909774413893480e+00 3.367187500000001e+00 3.500000000000000e+00
70819040754512425929164957769781979689	1.000000000000000e+00 2.000000000000000e+00 2.923637206946742e+00 3.382812500000000e+00 3.500000000000000e+00
102610684711875748555720959843992223819	1.000000000000000e+00 2.000000000000000e+00 2.925399413893481e+00 3.343750000000001e+00 3.500000000000000e+00
248383539545829340243330313128752580390	1.000000000000000e+00 2.000000000000000e+00 2.960784765557395e+00 3.460937500000001e+00 3.500000000000000e+00
166051617132026320681803703561029508441	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.382812500000000e+00 3.500000000000000e+00
192282349539638589268094244023267139011	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.375000000000001e+00 3.500000000000000e+00
260906214765268357591946889166635550204	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.382812500000000e+00 3.500000000000000e+00
213375754915812085754404664896681070759	1.000000000000000e+00 2.000000000000000e+00 2.923637206946742e+00 3.328125000000001e+00 3.500000000000000e+00
56540943162828078445943295237624122488	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.406250000000000e+00 3.500000000000000e+00
86183598574516850475640897553706237739	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.400352441389348e+00 3.500000000000000e+00
169368472919282931586554038108081535167	1.000000000000000e+00 2.000000000000000e+00 2.915671972504133e+00 3.382812500000001e+00 3.500000000000000e+00
250552680240332886278897177369628663394	1.000000000000000e+00 2.000000000000000e+00 2.908012206946743e+00 3.382812500000000e+00 3.500000000000000e+00
155266536003963286992599226494512475398	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.429687500000001e+00 3.500000000000000e+00
262859843323174467447625930261135432677	1.000000000000000e+00 2.000000000000000e+00 2.886489648336089e+00 3.359375000000001e+00 3.500000000000000e+00
264533163303898130129406147002741718773	1.000000000000000e+00 2.000000000000000e+00 2.937194531114785e+00 3.414062500000001e+00 3.500000000000000e+00
306691765080689032951593997972611529224	1.000000000000000e+00 2.000000000000000e+00 2.954887206946742e+00 3.437500000000001e+00 3.500000000000000e+00
253546191716920733551111630450224935412	1.000000000000000e+00 2.000000000000000e+00 2.925399413893482e+00 3.414062500000000e+00 3.500000000000000e+00
12184196005571058677792300059684732396	1.000000000000000e+00 2.000000000000000e+00 2.901334449350856e+00 3.382812500000001e+00 3.500000000000000e+00
298895681701710632430175936642641817403	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.406250000000001e+00 3.500000000000000e+00
139152015265525644324737540022988037454	1.000000000000000e+00 2.000000000000000e+00 2.937194531114785e+00 3.398437500000001e+00 3.500000000000000e+00
120889284694258908805390189934507267111	1.000000000000000e+00 2.000000000000000e+00 2.951057324168046e+00 3.406250000000000e+00 3.500000000000000e+00
71411713646383534552849825332594217423	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.361289941389348e+00 3.500000000000000e+00
207102340942267622245993280711515259015	1.000000000000000e+00 2.000000000000000e+00 2.937194531114785e+00 3.398437500000000e+00 3.500000000000000e+00
198021190810847515944460664389905181559	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.398437500000002e+00 3.500000000000000e+00
184983370451783148571023017418511124817	1.000000000000000e+00 2.000000000000000e+00 2.886489648336088e+00 3.367187500000001e+00 3.500000000000000e+00
292213034203152874074652194754690278336	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.367187500000001e+00 3.500000000000000e+00
111683360448054996339877932481672395739	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.439414941389348e+00 3.500000000000000e+00
160754270975953036088852660802425490461	1.000000000000000e+00 2.000000000000000e+00 2.903876855282828e+00 3.359375000000001e+00 3.500000000000000e+00
33871058174008695305028410570424725654	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.367187500000001e+00 3.500000000000000e+00
245322797736780489515759027126075530227	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.421875000000000e+00 3.500000000000000e+00
225347296899309136032222918867688906580	1.000000000000000e+00 2.000000000000000e+00 2.931296972504133e+00 3.421875000000001e+00 3.500000000000000e+00
245445662635301793807288047618447248550	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.390625000000000e+00 3.500000000000000e+00
67623105095301432311664544257731288468	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.359375000000001e+00 3.500000000000000e+00
104837542330233076993416246591893651801	1.000000000000000e+00 2.000000000000000e+00 2.960784765557395e+00 3.445312500000000e+00 3.500000000000000e+00
128649806417837176859060155197434475497	1.000000000000000e+00 2.000000000000000e+00 2.896217089725437e+00 3.320312500000001e+00 3.500000000000000e+00
296176458925084976057644463382820991228	1.000000000000000e+00 2.000000000000000e+00 2.900046972504132e+00 3.351562500000001e+00 3.500000000000000e+00
290970143370114672062425435891470116526	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.398437500000001e+00 3.500000000000000e+00
255865503477710433557794612609873250131	1.000000000000000e+00 2.000000000000000e+00 2.877744214908247e+00 3.312500000000002e+00 3.500000000000000e+00
69233064344017521385619731143447052712	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.343750000000001e+00 3.500000000000000e+00
253394833581298974600637820121403023028	1.000000000000000e+00 2.000000000000000e+00 2.925399413893481e+00 3.445312500000000e+00 3.500000000000000e+00
109422030390954107193523253120974276103	1.000000000000000e+00 2.000000000000000e+00 2.874694531114785e+00 3.320312500000001e+00 3.500000000000000e+00
211842917777720093100072479397348796806	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.351562500000001e+00 3.500000000000000e+00
319260315817539813868597633923689032606	1.000000000000000e+00 2.000000000000000e+00 2.939262206946741e+00 3.390625000000001e+00 3.500000000000000e+00
130629051126221759198717910768685389103	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.421875000000000e+00 3.500000000000000e+00
138104864200973333639718733691713781789	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.453125000000000e+00 3.500000000000000e+00
217804004269148393602753327430715524878	1.000000000000000e+00 2.000000000000000e+00 2.886489648336090e+00 3.335937500000001e+00 3.500000000000000e+00
221674682691699304075037583054945206788	1.000000000000000e+00 2.000000000000000e+00 2.902114648336090e+00 3.320312500000001e+00 3.500000000000000e+00
90602988062162240994944432824286563927	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.359375000000001e+00 3.500000000000000e+00
189165917015380078685296589642491443503	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.359375000000001e+00 3.500000000000000e+00
324923175302724061275101277700412968043	1.000000000000000e+00 2.000000000000000e+00 2.905944531114785e+00 3.384727441389348e+00 3.500000000000000e+00
41488804328470160500155928744868801705	1.000000000000000e+00 2.000000000000000e+00 2.956954882778699e+00 3.460937500000000e+00 3.500000000000000e+00
177883175966827981254056794581722613394	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.429687500000000e+00 3.500000000000000e+00
86904060593415632354748764012103377495	1.000000000000000e+00 2.000000000000000e+00 2.939262206946742e+00 3.421875000000000e+00 3.500000000000000e+00
298072471176626659751567744115972621220	1.000000000000000e+00 2.000000000000000e+00 2.909774413893480e+00 3.414062500000000e+00 3.500000000000000e+00
64023444108188281547686709372018465817	1.000000000000000e+00 2.000000000000000e+00 2.886489648336089e+00 3.328125000000001e+00 3.500000000000000e+00
241378538654752166056780477413705684316	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.406250000000001e+00 3.500000000000000e+00
275105926163279874900806439194958450473	1.000000000000000e+00 2.000000000000000e+00 2.892387206946741e+00 3.376914941389349e+00 3.500000000000000e+00
328949283274482780602247143515552847621	1.000000000000000e+00 2.000000000000000e+00 2.948989648336090e+00 3.421875000000000e+00 3.500000000000000e+00
63539632883687950316771832747990013910	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.421875000000000e+00 3.500000000000000e+00
221790315358160622799101930566577690504	1.000000000000000e+00 2.000000000000000e+00 2.954887206946743e+00 3.398437500000001e+00 3.500000000000000e+00
310302200479193627289663433839198759220	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.375000000000001e+00 3.500000000000000e+00
8805752793808803239131477828172018060	1.000000000000000e+00 2.000000000000000e+00 2.948989648336089e+00 3.445312500000000e+00 3.500000000000000e+00
331788853363953198241492209468146995062	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.376914941389349e+00 3.500000000000000e+00
200541938808003596672001695889418056645	1.000000000000000e+00 2.000000000000000e+00 2.933364648336090e+00 3.414062500000001e+00 3.500000000000000e+00
194728347700956155278499312029796116453	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.408164941389348e+00 3.500000000000000e+00
199376151490241890592141157884493862977	1.000000000000000e+00 2.000000000000000e+00 2.890319531114785e+00 3.345664941389349e+00 3.500000000000000e+00
254769141365405214604775871061653592139	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.367187500000000e+00 3.500000000000000e+00
308317212955643733637848489221451548333	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.359375000000001e+00 3.500000000000000e+00
174068595250011673206803338736943366403	1.000000000000000e+00 2.000000000000000e+00 2.911061890740204e+00 3.375000000000001e+00 3.500000000000000e+00
61795503278772228577428456876631495563	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.398437500000000e+00 3.500000000000000e+00
145714150839354440806909227013870234055	1.000000000000000e+00 2.000000000000000e+00 2.900046972504132e+00 3.304687500000001e+00 3.500000000000000e+00
15609987166050641088973914451065340434	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.414062500000000e+00 3.500000000000000e+00
321167857129419672504758928937568026844	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.359375000000001e+00 3.500000000000000e+00
292427306449286294972983119473382224272	1.000000000000000e+00 2.000000000000000e+00 2.919501855282828e+00 3.328125000000001e+00 3.500000000000000e+00
188846143686862679196150307737651792259	1.000000000000000e+00 2.000000000000000e+00 2.895436890740204e+00 3.335937500000001e+00 3.500000000000000e+00
274926154910240531676712807676126044803	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.421875000000000e+00 3.500000000000000e+00
249829898228436125022579709987398011181	1.000000000000000e+00 2.000000000000000e+00 2.925399413893480e+00 3.353477441389349e+00 3.500000000000000e+00
284612488560897160889910187528450129216	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.429687500000000e+00 3.500000000000000e+00
57963668348086459019041887954045649052	1.000000000000000e+00 2.000000000000000e+00 2.926686890740204e+00 3.398437500000001e+00 3.500000000000000e+00
117689366626566298317101583926982029332	1.000000000000000e+00 2.000000000000000e+00 2.927467089725438e+00 3.414062500000001e+00 3.500000000000000e+00
217896274850599951515587141085883747074	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.375000000000001e+00 3.500000000000000e+00
261788598296801088005426438682114448271	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.367187500000001e+00 3.500000000000000e+00
168601389915835223859609094666872149516	1.000000000000000e+00 2.000000000000000e+00 2.935432324168046e+00 3.414062500000000e+00 3.500000000000000e+00
91385369254737479550583118195656532339	1.000000000000000e+00 2.000000000000000e+00 2.937194531114785e+00 3.421875000000000e+00 3.500000000000000e+00
275847309381753551760794283137578525787	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.390625000000000e+00 3.500000000000000e+00
50438991160647426394221583441422433048	1.000000000000000e+00 2.000000000000000e+00 2.931296972504133e+00 3.421875000000000e+00 3.500000000000000e+00
117417579340940630943730008048454579324	1.000000000000000e+00 2.000000000000000e+00 2.898284765557395e+00 3.375000000000001e+00 3.500000000000000e+00
264710328136845269806978174600699820403	1.000000000000000e+00 2.000000000000000e+00 2.939262206946743e+00 3.406250000000000e+00 3.500000000000000e+00
8838426053910418773627005224426571845	1.000000000000000e+00 2.000000000000000e+00 2.943092089725436e+00 3.390625000000000e+00 3.500000000000000e+00
172924739527695541452571254953226743108	1.000000000000000e+00 2.000000000000000e+00 2.915671972504133e+00 3.375000000000001e+00 3.500000000000000e+00
278429229998972800827485296220804599546	1.000000000000000e+00 2.000000000000000e+00 2.915671972504133e+00 3.320312500000001e+00 3.500000000000000e+00
324756668150103035302715193549786687108	1.000000000000000e+00 2.000000000000000e+00 2.939262206946741e+00 3.445312500000000e+00 3.500000000000000e+00
264011864802174393444851914283596816259	1.000000000000000e+00 2.000000000000000e+00 2.931296972504133e+00 3.429687500000001e+00 3.500000000000000e+00
178082464303088859575886364696783668876	1.000000000000000e+00 2.000000000000000e+00 2.864967089725437e+00 3.312500000000002e+00 3.500000000000000e+00
49031461026636879840921331614410962839	1.000000000000000e+00 2.000000000000000e+00 2.956954882778699e+00 3.445312500000000e+00 3.500000000000000e+00
28309465215257448398218588912678341450	1.000000000000000e+00 2.000000000000000e+00 2.921569531114784e+00 3.437500000000000e+00 3.500000000000000e+00
324690726795442518386252187482001943801	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.437500000000000e+00 3.500000000000000e+00
46587583594008201084747878662352557813	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.406250000000000e+00 3.500000000000000e+00
129812587044877869704807146852008855908	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.406250000000000e+00 3.500000000000000e+00
103132962396182580641431709825293686675	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.390625000000001e+00 3.500000000000000e+00
298809153280154910586021985290530589054	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.421875000000002e+00 3.500000000000000e+00
182272157675052241389175843568078374441	1.000000000000000e+00 2.000000000000000e+00 2.920789332129552e+00 3.375000000000001e+00 3.500000000000000e+00
242771701602339214259797840029727540066	1.000000000000000e+00 2.000000000000000e+00 2.890319531114785e+00 3.406250000000000e+00 3.500000000000000e+00
134630724868536517285784151165036866287	1.000000000000000e+00 2.000000000000000e+00 2.915671972504133e+00 3.359375000000001e+00 3.500000000000000e+00
220544953999858636242441544373477485599	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.390625000000000e+00 3.500000000000000e+00
231825416132933040280732331271854928159	1.000000000000000e+00 2.000000000000000e+00 2.925399413893480e+00 3.375000000000002e+00 3.500000000000000e+00
160357516791168122614570294919511607062	1.000000000000000e+00 2.000000000000000e+00 2.937194531114785e+00 3.400352441389349e+00 3.500000000000000e+00
14924954304518644482345402697862730818	1.000000000000000e+00 2.000000000000000e+00 2.884421972504132e+00 3.375000000000001e+00 3.500000000000000e+00
291840788771422868781030143416492194430	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.382812500000001e+00 3.500000000000000e+00
77619039496329326190509625857274474380	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.359375000000001e+00 3.500000000000000e+00
162452137954511899881766524945214497153	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.382812500000001e+00 3.500000000000000e+00
338729932094554644361712152114382965753	1.000000000000000e+00 2.000000000000000e+00 2.939262206946742e+00 3.384727441389348e+00 3.500000000000000e+00
274128446982305351500479189093241629957	1.000000000000000e+00 2.000000000000000e+00 2.886489648336090e+00 3.390625000000001e+00 3.500000000000000e+00
256034309562368577008451718678989292286	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.421875000000000e+00 3.500000000000000e+00
238565979627886810023280481146545628417	1.000000000000000e+00 2.000000000000000e+00 2.867236574533667e+00 3.312500000000001e+00 3.500000000000000e+00
289430719449351380837079904677096484961	1.000000000000000e+00 2.000000000000000e+00 2.915671972504132e+00 3.367187500000001e+00 3.500000000000000e+00
259749055289615032511315644315835600846	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.406250000000000e+00 3.500000000000000e+00
207949660114662269492894791302310522833	1.000000000000000e+00 2.000000000000000e+00 2.900046972504132e+00 3.312500000000001e+00 3.500000000000000e+00
8497604793678099681582067451408612701	1.000000000000000e+00 2.000000000000000e+00 2.921569531114784e+00 3.421875000000000e+00 3.500000000000000e+00
808575302090830283006167105746205906	1.000000000000000e+00 2.000000000000000e+00 2.960784765557395e+00 3.476562500000000e+00 3.500000000000000e+00
176377882485352825181924558172433150595	1.000000000000000e+00 2.000000000000000e+00 2.915671972504132e+00 3.382812500000001e+00 3.500000000000000e+00
299739341475272632985790402472894689686	1.000000000000000e+00 2.000000000000000e+00 2.909774413893481e+00 3.421875000000000e+00 3.500000000000000e+00
241703121715463045528078450931782303869	1.000000000000000e+00 2.000000000000000e+00 2.931296972504133e+00 3.382812500000001e+00 3.500000000000000e+00
196404737662185521568722822227157693422	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.361289941389348e+00 3.500000000000000e+00
247164309372039776070792746635697459245	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.363204882778696e+00 3.500000000000000e+00
139729950170619154211636986283747801041	1.000000000000000e+00 2.000000000000000e+00 2.933364648336090e+00 3.445312500000000e+00 3.500000000000000e+00
138988407457270535429447843597947737154	1.000000000000000e+00 2.000000000000000e+00 2.909774413893480e+00 3.382812500000001e+00 3.500000000000000e+00
80596262958084383333620770388655150091	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.414062500000000e+00 3.500000000000000e+00
284968241863443720174939708426353096511	1.000000000000000e+00 2.000000000000000e+00 2.926686890740205e+00 3.414062500000000e+00 3.500000000000000e+00
239142471464092521896417531605226495932	1.000000000000000e+00 2.000000000000000e+00 2.945159765557395e+00 3.476562500000000e+00 3.500000000000000e+00
298979385799575015435892258221305620411	1.000000000000000e+00 2.000000000000000e+00 2.896217089725437e+00 3.335937500000001e+00 3.500000000000000e+00
172893378207883762668916316492723289279	1.000000000000000e+00 2.000000000000000e+00 2.917739648336090e+00 3.437500000000000e+00 3.500000000000000e+00
340078602910915799780054868274454522569	1.000000000000000e+00 2.000000000000000e+00 2.889539332129552e+00 3.382812500000001e+00 3.500000000000000e+00
310988662795660826556556512660476719021	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.384727441389348e+00 3.500000000000000e+00
236795755943512508250404872647734866157	1.000000000000000e+00 2.000000000000000e+00 2.956954882778699e+00 3.445312500000000e+00 3.500000000000000e+00
242271117540816313611016975283853751660	1.000000000000000e+00 2.000000000000000e+00 2.925704882778698e+00 3.421875000000000e+00 3.500000000000000e+00
87426634023954639593636971249927043428	1.000000000000000e+00 2.000000000000000e+00 2.913604296672176e+00 3.351562500000001e+00 3.500000000000000e+00
329348382296458907738413479543261856028	1.000000000000000e+00 2.000000000000000e+00 2.956954882778698e+00 3.406250000000001e+00 3.500000000000000e+00
78384662545514492090131834481150663180	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.390625000000000e+00 3.500000000000000e+00
270360038893202342968058336759183037835	1.000000000000000e+00 2.000000000000000e+00 2.883641773518899e+00 3.328125000000001e+00 3.500000000000000e+00
338256341047478923680578179135317867306	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.421875000000001e+00 3.500000000000000e+00
509472774821990107444275701216618725	1.000000000000000e+00 2.000000000000000e+00 2.954887206946742e+00 3.445312500000000e+00 3.500000000000000e+00
306435248270811164925945106948390967804	1.000000000000000e+00 2.000000000000000e+00 2.939262206946742e+00 3.437500000000000e+00 3.500000000000000e+00
273471137975138115243795572304489561834	1.000000000000000e+00 2.000000000000000e+00 2.941329882778698e+00 3.437500000000000e+00 3.500000000000000e+00
91955826157995966147579954774371150898	1.000000000000000e+00 2.000000000000000e+00 2.960784765557394e+00 3.453125000000000e+00 3.500000000000000e+00
223399329853478855092378821514469585931	1.000000000000000e+00 2.000000000000000e+00 2.923637206946742e+00 3.414062500000000e+00 3.500000000000000e+00
273379577043589671326408214147862183835	1.000000000000000e+00 2.000000000000000e+00 2.915671972504133e+00 3.375000000000001e+00 3.500000000000000e+00
303760732143926729154357764195971854832	1.000000000000000e+00 2.000000000000000e+00 2.939262206946741e+00 3.406250000000002e+00 3.500000000000000e+00
145568409818211602852840804019386645326	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.320312500000001e+00 3.500000000000000e+00
225564693743690847145280017596516752285	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.359375000000000e+00 3.500000000000000e+00
102835865875729809792584942793829364553	1.000000000000000e+00 2.000000000000000e+00 2.939262206946742e+00 3.406250000000001e+00 3.500000000000000e+00
9088157817446087634529416080895023060	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.384727441389349e+00 3.500000000000000e+00
155136396567686818403917016810172960929	1.000000000000000e+00 2.000000000000000e+00 2.937194531114785e+00 3.429687500000001e+00 3.500000000000000e+00
329542653789219590254050305523791281449	1.000000000000000e+00 2.000000000000000e+00 2.909774413893481e+00 3.367187500000000e+00 3.500000000000000e+00
249782139652076614612751329542721728349	1.000000000000000e+00 2.000000000000000e+00 2.914891773518899e+00 3.398437500000001e+00 3.500000000000000e+00
237050667220614760613649388866204745136	1.000000000000000e+00 2.000000000000000e+00 2.931296972504132e+00 3.359375000000000e+00 3.500000000000000e+00
320633245063606488379421815263332753814	1.000000000000000e+00 2.000000000000000e+00 2.935432324168047e+00 3.453125000000001e+00 3.500000000000000e+00
104703581479800070032628481405260486489	1.000000000000000e+00 2.000000000000000e+00 2.951057324168047e+00 3.437500000000000e+00 3.500000000000000e+00
224669468846313828633227994838442515053	1.000000000000000e+00 2.000000000000000e+00 2.947227441389350e+00 3.431602441389348e+00 3.500000000000000e+00
82971102000853695708955087064581233728	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.335937500000001e+00 3.500000000000000e+00
265126774795931346440934928193196390823	1.000000000000000e+00 2.000000000000000e+00 2.909774413893480e+00 3.375000000000001e+00 3.500000000000000e+00
269220235658899179656960596054181788312	1.000000000000000e+00 2.000000000000000e+00 2.913909765557393e+00 3.414062500000000e+00 3.500000000000000e+00
82890692927775018396478698802051178679	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.406250000000000e+00 3.500000000000000e+00
334404748893586022909513224175675870882	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.414062500000000e+00 3.500000000000000e+00
139983292430755449067133307864286329887	1.000000000000000e+00 2.000000000000000e+00 2.904182324168046e+00 3.390625000000000e+00 3.500000000000000e+00
137569852486659792467185753838882850907	1.000000000000000e+00 2.000000000000000e+00 2.960784765557393e+00 3.421875000000000e+00 3.500000000000000e+00
205950040176480396877991629806166112680	1.000000000000000e+00 2.000000000000000e+00 2.919807324168046e+00 3.382812500000001e+00 3.500000000000000e+00
10890011700556122835415489027616154576	1.000000000000000e+00 2.000000000000000e+00 2.945159765557394e+00 3.429687500000000e+00 3.500000000000000e+00
9591464458243295216734818124710019683	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.384727441389349e+00 3.500000000000000e+00
274936539037276210998712412673246581343	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.398437500000000e+00 3.500000000000000e+00
32560033040475635489788902469412268657	1.000000000000000e+00 2.000000000000000e+00 2.947227441389351e+00 3.429687500000000e+00 3.500000000000000e+00
67254196262245410526012089225323813089	1.000000000000000e+00 2.000000000000000e+00 2.954887206946743e+00 3.437500000000000e+00 3.500000000000000e+00
222416125984527963037484655985215924742	1.000000000000000e+00 2.000000000000000e+00 2.939262206946742e+00 3.445312500000001e+00 3.500000000000000e+00
316354107273936084391544130187056106101	1.000000000000000e+00 2.000000000000000e+00 2.925399413893480e+00 3.421875000000000e+00 3.500000000000000e+00
300915338868884994620845299736530301598	1.000000000000000e+00 2.000000000000000e+00 2.933364648336089e+00 3.406250000000000e+00 3.500000000000000e+00
205519618402807657330405689302465255390	1.000000000000000e+00 2.000000000000000e+00 2.943092089725436e+00 3.468750000000000e+00 3.500000000000000e+00
287221601398101092642374312869132079469	1.000000000000000e+00 2.000000000000000e+00 2.939262206946742e+00 3.351562500000000e+00 3.500000000000000e+00
264913530429875165058475400916687106703	1.000000000000000e+00 2.000000000000000e+00 2.919501855282828e+00 3.375000000000001e+00 3.500000000000000e+00
212901783215445053240218689066613286157	1.000000000000000e+00 2.000000000000000e+00 2.931296972504132e+00 3.437500000000000e+00 3.500000000000000e+00
57082161296082760307916932621267796892	1.000000000000000e+00 2.000000000000000e+00 2.914891773518899e+00 3.382812500000000e+00 3.500000000000000e+00
331669690704296737763286177829493239351	1.000000000000000e+00 2.000000000000000e+00 2.925704882778698e+00 3.406250000000000e+00 3.500000000000000e+00
92099812556008095866713171273950572665	1.000000000000000e+00 2.000000000000000e+00 2.954887206946741e+00 3.429687500000000e+00 3.500000000000000e+00
274586435820784706581690120277268229647	1.000000000000000e+00 2.000000000000000e+00 2.929534765557393e+00 3.414062500000000e+00 3.500000000000000e+00
166052856456769981037412876176365023128	1.000000000000000e+00 2.000000000000000e+00 2.929534765557394e+00 3.343750000000001e+00 3.500000000000000e+00
153572175831062160513614598989228921005	1.000000000000000e+00 2.000000000000000e+00 2.939262206946741e+00 3.382812500000000e+00 3.500000000000000e+00
195498237368695609696663951402418584093	1.000000000000000e+00 2.000000000000000e+00 2.920789332129552e+00 3.398437500000001e+00 3.500000000000000e+00
40965161687042784560480895899034634548	1.000000000000000e+00 2.000000000000000e+00 2.870864648336089e+00 3.306602441389350e+00 3.500000000000000e+00
318743350381264575584675254381189406928	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.375000000000001e+00 3.500000000000000e+00
83555327475787816808591683667889539655	1.000000000000000e+00 2.000000000000000e+00 2.921569531114784e+00 3.390625000000001e+00 3.500000000000000e+00
111620897455964129613425752944492329771	1.000000000000000e+00 2.000000000000000e+00 2.943092089725437e+00 3.437500000000000e+00 3.500000000000000e+00
