GENOME	ENTROPIES for motif lengths [1 2 3 4 5 6 7 8]
328922621286369684180666183193887155918	1.000000000000000e+00 2.000000000000000e+00 2.887471656297595e+00 3.230392382778697e+00 3.390625000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
147596868396961507699968834151320418349	1.000000000000000e+00 2.000000000000000e+00 2.823209449350857e+00 3.224494824168045e+00 3.400352441389349e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
96639074261710269154072781611607928454	1.000000000000000e+00 2.000000000000000e+00 2.751964015923014e+00 3.195159765557393e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
280377662389137173378016796740662338307	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.298789941389349e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
114828956493535575805650622680137511383	1.000000000000000e+00 2.000000000000000e+00 2.717664332129551e+00 3.105392382778697e+00 3.343750000000001e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
267467758487952690674276476319328243127	1.000000000000000e+00 2.000000000000000e+00 2.890319531114785e+00 3.343750000000001e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
333783223495352438442741539308961900591	1.000000000000000e+00 2.000000000000000e+00 2.864186890740204e+00 3.267539941389349e+00 3.406250000000001e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
302974207852797356308281850462488141202	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.212852441389349e+00 3.375000000000001e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
255600988097037966040690147820156959220	1.000000000000000e+00 2.000000000000000e+00 2.784774413893480e+00 3.160079882778697e+00 3.369102441389349e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
197734743057661456156000897530822411328	1.000000000000000e+00 2.000000000000000e+00 2.840596656297595e+00 3.208869824168047e+00 3.353477441389350e+00 3.445312500000002e+00 3.484375000000000e+00 3.500000000000000e+00
18004644253735174336895559411838683962	1.000000000000000e+00 2.000000000000000e+00 2.768369214908247e+00 3.161994824168044e+00 3.353477441389349e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
198801042201587029588132503842096821471	1.000000000000000e+00 2.000000000000000e+00 2.777316457312361e+00 3.189414941389348e+00 3.359375000000001e+00 3.429687500000001e+00 3.484375000000000e+00 3.500000000000000e+00
216913276891163459050492286420158357796	1.000000000000000e+00 2.000000000000000e+00 2.821921972504132e+00 3.202972265557392e+00 3.394454882778696e+00 3.447227441389348e+00 3.484375000000000e+00 3.500000000000000e+00
233332278582411042544323753886695753093	1.000000000000000e+00 2.000000000000000e+00 2.864967089725437e+00 3.206954882778698e+00 3.375000000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
178729787310161866091849942660067771628	1.000000000000000e+00 2.000000000000000e+00 2.773486574533666e+00 3.199142382778697e+00 3.390625000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
38360401722701895632397225898172713582	1.000000000000000e+00 2.000000000000000e+00 2.870864648336090e+00 3.298789941389348e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
169112714242396073535888908591163041696	1.000000000000000e+00 2.000000000000000e+00 2.884421972504132e+00 3.246017382778697e+00 3.390625000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
104605532982196051861027085590470439829	1.000000000000000e+00 2.000000000000000e+00 2.819074097686943e+00 3.238204882778696e+00 3.390625000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
295833877157700136519172746049395820977	1.000000000000000e+00 2.000000000000000e+00 2.813482007961508e+00 3.197227441389350e+00 3.390625000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
277129986276375216013396226137154382897	1.000000000000000e+00 2.000000000000000e+00 2.674040824899286e+00 3.093597265557393e+00 3.290977441389349e+00 3.429687500000001e+00 3.484375000000000e+00 3.500000000000000e+00
165986192772946285189784103149601120344	1.000000000000000e+00 2.000000000000000e+00 2.848561890740204e+00 3.263557324168045e+00 3.421875000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
263791109751705708635647518430597259999	1.000000000000000e+00 2.000000000000000e+00 2.797857007961508e+00 3.224494824168045e+00 3.353477441389349e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
16862571894630923307937324005376560545	1.000000000000000e+00 2.000000000000000e+00 2.815244214908247e+00 3.201057324168045e+00 3.375000000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
211779357710189355453332298662658054189	1.000000000000000e+00 2.000000000000000e+00 2.703021340091056e+00 3.028249390740205e+00 3.247932324168045e+00 3.398437500000001e+00 3.484375000000000e+00 3.500000000000000e+00
201614663670380457516230959264238214156	1.000000000000000e+00 2.000000000000000e+00 2.832936890740203e+00 3.244102441389348e+00 3.375000000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
253026994280193083258432964128730605319	1.000000000000000e+00 2.000000000000000e+00 2.887471656297595e+00 3.296875000000000e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
137905859878617740656945885294729709803	1.000000000000000e+00 2.000000000000000e+00 2.825751855282828e+00 3.191329882778696e+00 3.384727441389348e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
310771686543264924857344566403411859434	1.000000000000000e+00 2.000000000000000e+00 2.790671972504133e+00 3.130744824168047e+00 3.343750000000003e+00 3.437500000000002e+00 3.484375000000000e+00 3.500000000000000e+00
256198237259025829404234789886784935809	1.000000000000000e+00 2.000000000000000e+00 2.917739648336089e+00 3.289062500000001e+00 3.421875000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
105592204002049220347333044409224444138	1.000000000000000e+00 2.000000000000000e+00 2.821141773518899e+00 3.140625000000001e+00 3.322227441389348e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
34936988466328029667829889591521449487	1.000000000000000e+00 2.000000000000000e+00 2.827039332129552e+00 3.205039941389349e+00 3.375000000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
125965054328487533354954512136468238349	1.000000000000000e+00 2.000000000000000e+00 2.818092089725437e+00 3.283164941389349e+00 3.406250000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
318473593546814144393465473931987625932	1.000000000000000e+00 2.000000000000000e+00 2.915671972504132e+00 3.290977441389349e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
94385932586696918280380672341225233063	1.000000000000000e+00 2.000000000000000e+00 2.761691457312362e+00 3.169807324168045e+00 3.316329882778697e+00 3.414062500000001e+00 3.484375000000000e+00 3.500000000000000e+00
8736042720564427259960981861509613331	1.000000000000000e+00 2.000000000000000e+00 2.880592089725438e+00 3.253829882778697e+00 3.390625000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
158064682097676234019657076860762899247	1.000000000000000e+00 2.000000000000000e+00 2.890319531114785e+00 3.330039941389350e+00 3.421875000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
134650035235120079826059022243909148196	1.000000000000000e+00 2.000000000000000e+00 2.837546972504133e+00 3.220664941389349e+00 3.390625000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
113116142587516890375634873102581613063	1.000000000000000e+00 2.000000000000000e+00 2.900046972504133e+00 3.314414941389349e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
223241468992581054048674398602857820587	1.000000000000000e+00 2.000000000000000e+00 2.923637206946742e+00 3.330039941389349e+00 3.437500000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
328845710712660764844324153919189856755	1.000000000000000e+00 2.000000000000000e+00 2.911842089725437e+00 3.304687500000001e+00 3.421875000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
2071160787946301042684755145538954039	1.000000000000000e+00 2.000000000000000e+00 2.800399413893480e+00 3.148284765557392e+00 3.337852441389349e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
330586691558770114297286682424195904475	1.000000000000000e+00 2.000000000000000e+00 2.835479296672176e+00 3.185432324168044e+00 3.347579882778696e+00 3.423789941389348e+00 3.468750000000000e+00 3.500000000000000e+00
111803001616174098565206510109858413648	1.000000000000000e+00 2.000000000000000e+00 2.815244214908247e+00 3.185432324168045e+00 3.328125000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
190085804171932688232669975380257414438	1.000000000000000e+00 2.000000000000000e+00 2.832631421854986e+00 3.267539941389349e+00 3.390625000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
116902687121809796120466619732033147041	1.000000000000000e+00 2.000000000000000e+00 2.745084449350855e+00 3.183517382778697e+00 3.369102441389348e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
26087682240705764908475896556081105351	1.000000000000000e+00 2.000000000000000e+00 2.695034668440178e+00 3.062347265557394e+00 3.294807324168045e+00 3.406250000000000e+00 3.484375000000000e+00 3.500000000000000e+00
267277455505782058764726364233614668511	1.000000000000000e+00 2.000000000000000e+00 2.785281691754971e+00 3.158164941389350e+00 3.337852441389349e+00 3.423789941389348e+00 3.484375000000000e+00 3.500000000000000e+00
336490363020485163760177402751003355674	1.000000000000000e+00 2.000000000000000e+00 2.808364648336089e+00 3.195312500000003e+00 3.328125000000002e+00 3.406250000000001e+00 3.484375000000000e+00 3.500000000000000e+00
150763297902776146891770198452477591630	1.000000000000000e+00 2.000000000000000e+00 2.818092089725437e+00 3.230392382778696e+00 3.375000000000001e+00 3.429687500000001e+00 3.484375000000000e+00 3.500000000000000e+00
204397853238468721264707669717112007546	1.000000000000000e+00 2.000000000000000e+00 2.880592089725437e+00 3.267539941389348e+00 3.390625000000000e+00 3.429687500000000e+00 3.468750000000000e+00 3.500000000000000e+00
301067567075461084925587781645413599480	1.000000000000000e+00 2.000000000000000e+00 2.743016773518899e+00 3.146369824168045e+00 3.353477441389349e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
161231032283237794885709148957667847216	1.000000000000000e+00 2.000000000000000e+00 2.836766773518899e+00 3.267539941389349e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
190936910986364187052893249788629601274	1.000000000000000e+00 2.000000000000000e+00 2.691733500731244e+00 3.095512206946742e+00 3.337852441389349e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
114022435330561716657457222487976154669	1.000000000000000e+00 2.000000000000000e+00 2.927467089725437e+00 3.289062500000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
30191349762423471531540199032997507369	1.000000000000000e+00 2.000000000000000e+00 2.843444531114785e+00 3.232307324168045e+00 3.353477441389349e+00 3.429687500000001e+00 3.484375000000000e+00 3.500000000000000e+00
64427108371327083469389708625116228013	1.000000000000000e+00 2.000000000000000e+00 2.852391773518899e+00 3.246017382778697e+00 3.390625000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
94766299884023528345276758810518897498	1.000000000000000e+00 2.000000000000000e+00 2.905944531114785e+00 3.304687500000002e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
67040487742135088670465455471882825386	1.000000000000000e+00 2.000000000000000e+00 2.900046972504133e+00 3.267539941389349e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
58315089638373553366510771115712597941	1.000000000000000e+00 2.000000000000000e+00 2.782232007961507e+00 3.205039941389350e+00 3.359375000000001e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
150041426054134737295150030019353774999	1.000000000000000e+00 2.000000000000000e+00 2.855239648336089e+00 3.273437500000001e+00 3.390625000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
81778821152673306549675083083659761602	1.000000000000000e+00 2.000000000000000e+00 2.763759133144318e+00 3.158164941389350e+00 3.322227441389349e+00 3.414062500000000e+00 3.484375000000000e+00 3.500000000000000e+00
171733808238088971330638788185105466342	1.000000000000000e+00 2.000000000000000e+00 2.871846656297595e+00 3.269454882778696e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
112503208690514358445658604446924707682	1.000000000000000e+00 2.000000000000000e+00 2.752744214908247e+00 3.109222265557393e+00 3.359375000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
289104712137952599336157645923207865304	1.000000000000000e+00 2.000000000000000e+00 2.896217089725437e+00 3.244102441389349e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
172143395348390032704807363345278596236	1.000000000000000e+00 2.000000000000000e+00 2.849342089725436e+00 3.247932324168045e+00 3.384727441389349e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
55401461411311760198167551541259949651	1.000000000000000e+00 2.000000000000000e+00 2.743016773518899e+00 3.118949706946742e+00 3.337852441389349e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
263899697356845227781293514223087877825	1.000000000000000e+00 2.000000000000000e+00 2.843444531114785e+00 3.234375000000002e+00 3.375000000000002e+00 3.445312500000001e+00 3.484375000000000e+00 3.500000000000000e+00
288898019974269084672067354022600705200	1.000000000000000e+00 2.000000000000000e+00 2.852391773518900e+00 3.224494824168046e+00 3.369102441389350e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
6567990698819160758657532236326100271	1.000000000000000e+00 2.000000000000000e+00 2.678449097686943e+00 3.021217089725437e+00 3.265625000000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
244839679202932491531627206462005731711	1.000000000000000e+00 2.000000000000000e+00 2.864967089725437e+00 3.244102441389348e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
209176746844720300366346546075019536211	1.000000000000000e+00 2.000000000000000e+00 2.719426539076290e+00 3.121017382778699e+00 3.328125000000003e+00 3.437500000000001e+00 3.484375000000000e+00 3.500000000000000e+00
280583573710358783192406463431688666785	1.000000000000000e+00 2.000000000000000e+00 2.861137206946741e+00 3.244102441389349e+00 3.384727441389348e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
328565049672853880370323371051921581478	1.000000000000000e+00 2.000000000000000e+00 2.790671972504133e+00 3.175704882778697e+00 3.375000000000001e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
252522842600263390721593914150241231939	1.000000000000000e+00 2.000000000000000e+00 2.864967089725437e+00 3.322227441389349e+00 3.421875000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
43705947684796273724912812219691156225	1.000000000000000e+00 2.000000000000000e+00 2.795009133144318e+00 3.117187500000002e+00 3.328125000000001e+00 3.421875000000001e+00 3.484375000000000e+00 3.500000000000000e+00
317737245724582815666675190699462919289	1.000000000000000e+00 2.000000000000000e+00 2.724543898701709e+00 3.187500000000001e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
233197365735791181175718372887400395984	1.000000000000000e+00 2.000000000000000e+00 2.767589015923014e+00 3.177619824168044e+00 3.375000000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
105052276831477730230024453211087662906	1.000000000000000e+00 2.000000000000000e+00 2.829887206946741e+00 3.296875000000000e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
3054030197389708334840923757314104933	1.000000000000000e+00 2.000000000000000e+00 2.909774413893480e+00 3.244102441389349e+00 3.390625000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
268284583019538956810765176923229430377	1.000000000000000e+00 2.000000000000000e+00 2.727064867425412e+00 3.111137206946741e+00 3.300704882778696e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
295144749755750637276659515752432665489	1.000000000000000e+00 2.000000000000000e+00 2.888251855282828e+00 3.298789941389349e+00 3.421875000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
129176369541909618979508992423020648799	1.000000000000000e+00 2.000000000000000e+00 2.847274413893480e+00 3.236289941389349e+00 3.406250000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
18826071068772896289353099365966995072	1.000000000000000e+00 2.000000000000000e+00 2.878524413893480e+00 3.275352441389349e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
257795422317598105448877923922209988526	1.000000000000000e+00 2.000000000000000e+00 2.921569531114785e+00 3.290977441389349e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
19185963962726891858981667490263868027	1.000000000000000e+00 2.000000000000000e+00 2.821921972504132e+00 3.115119824168046e+00 3.343750000000002e+00 3.445312500000001e+00 3.484375000000000e+00 3.500000000000000e+00
229639544833812493702913390205021213193	1.000000000000000e+00 2.000000000000000e+00 2.730239648336088e+00 3.111137206946740e+00 3.347579882778697e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
233792605186635957210950431267665965869	1.000000000000000e+00 2.000000000000000e+00 2.767387206946740e+00 3.146369824168045e+00 3.359375000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
197811470996283089359384077281743379413	1.000000000000000e+00 2.000000000000000e+00 2.878524413893480e+00 3.281250000000000e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
52496413163477512362245172997298730747	1.000000000000000e+00 2.000000000000000e+00 2.747626855282828e+00 3.152267382778698e+00 3.337852441389348e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
250692029332919361937270728948722947272	1.000000000000000e+00 2.000000000000000e+00 2.806804250365623e+00 3.175704882778696e+00 3.359375000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
240547831596323390970491490668544892750	1.000000000000000e+00 2.000000000000000e+00 2.682786258327128e+00 3.054534765557394e+00 3.290977441389349e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
214840242624085536834866858628916597959	1.000000000000000e+00 2.000000000000000e+00 2.831649413893481e+00 3.269454882778697e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
163205922228991213558967141428534702029	1.000000000000000e+00 2.000000000000000e+00 2.883641773518900e+00 3.290977441389349e+00 3.437500000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
169183711417095564793175842711687898133	1.000000000000000e+00 2.000000000000000e+00 2.902114648336089e+00 3.308517382778696e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
201920537555311224840388378615144813594	1.000000000000000e+00 2.000000000000000e+00 2.806296972504132e+00 3.202972265557393e+00 3.406250000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
215358714586098613475485021864022996186	1.000000000000000e+00 2.000000000000000e+00 2.894149413893481e+00 3.246017382778697e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
324298696579283713525554983925124474459	1.000000000000000e+00 2.000000000000000e+00 2.873914332129552e+00 3.306602441389348e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
1055716294108407730962832931866664412	1.000000000000000e+00 2.000000000000000e+00 2.808364648336089e+00 3.208869824168046e+00 3.369102441389350e+00 3.453125000000001e+00 3.484375000000000e+00 3.500000000000000e+00
209058565537549691013272070534045155747	1.000000000000000e+00 2.000000000000000e+00 2.849543898701710e+00 3.298789941389348e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
327523877742904060079118828668695923378	1.000000000000000e+00 2.000000000000000e+00 2.731221656297594e+00 3.103477441389349e+00 3.296875000000000e+00 3.390625000000000e+00 3.484375000000000e+00 3.500000000000000e+00
214858869829428953442423883542605588764	1.000000000000000e+00 2.000000000000000e+00 2.814262206946741e+00 3.140625000000001e+00 3.328125000000001e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
279175065641638533261974904540349768456	1.000000000000000e+00 2.000000000000000e+00 2.790671972504132e+00 3.214767382778698e+00 3.400352441389349e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
146254916381205598683301788357008913235	1.000000000000000e+00 2.000000000000000e+00 2.770436890740203e+00 3.189414941389350e+00 3.353477441389349e+00 3.429687500000000e+00 3.484375000000000e+00 3.500000000000000e+00
78746116064128821295908013326320820020	1.000000000000000e+00 2.000000000000000e+00 2.882659765557394e+00 3.269454882778697e+00 3.421875000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
52505891866682171644158372487245230976	1.000000000000000e+00 2.000000000000000e+00 2.669682227050830e+00 3.124847265557394e+00 3.328125000000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
233161323616478614292986671979898707632	1.000000000000000e+00 2.000000000000000e+00 2.743016773518899e+00 3.165824706946740e+00 3.347579882778697e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
266477599679231759381825051363973843563	1.000000000000000e+00 2.000000000000000e+00 2.862899413893480e+00 3.304687500000001e+00 3.390625000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
54057266292918229579169019877733575717	1.000000000000000e+00 2.000000000000000e+00 2.851409765557393e+00 3.244102441389348e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
245634458670454084306528619301525351232	1.000000000000000e+00 2.000000000000000e+00 2.801686890740203e+00 3.228477441389348e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
97110823548058773232145905730596540790	1.000000000000000e+00 2.000000000000000e+00 2.843444531114785e+00 3.320312500000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
269677014442748278213512146752094109616	1.000000000000000e+00 2.000000000000000e+00 2.855239648336089e+00 3.312500000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
256398612691615072636004698951918201543	1.000000000000000e+00 2.000000000000000e+00 2.695361574533665e+00 3.085784765557394e+00 3.316329882778697e+00 3.415977441389348e+00 3.484375000000000e+00 3.500000000000000e+00
109361056565130077731568478261476644857	1.000000000000000e+00 2.000000000000000e+00 2.781926539076290e+00 3.167892382778698e+00 3.390625000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
233762907373173754254255989094596082419	1.000000000000000e+00 2.000000000000000e+00 2.876762206946742e+00 3.275352441389351e+00 3.437500000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
239024090892593864198694456051380427246	1.000000000000000e+00 2.000000000000000e+00 2.845512206946742e+00 3.290977441389349e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
220393227161990075297863042871077114506	1.000000000000000e+00 2.000000000000000e+00 2.862119214908248e+00 3.320312500000001e+00 3.421875000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
313356399183199998042956336606108427483	1.000000000000000e+00 2.000000000000000e+00 2.908994214908247e+00 3.269454882778697e+00 3.406250000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
79432954466820918743468048714262635145	1.000000000000000e+00 2.000000000000000e+00 2.710986574533667e+00 3.079107007961509e+00 3.306602441389349e+00 3.414062500000000e+00 3.468750000000000e+00 3.500000000000000e+00
123892183079347458630832878345376890842	1.000000000000000e+00 2.000000000000000e+00 2.810634133144319e+00 3.193244824168044e+00 3.359375000000001e+00 3.445312500000000e+00 3.484375000000000e+00 3.500000000000000e+00
227381093374085442273808795204202784299	1.000000000000000e+00 2.000000000000000e+00 2.829107007961508e+00 3.205039941389350e+00 3.421875000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
49707969489156918606409677835840418760	1.000000000000000e+00 2.000000000000000e+00 2.772199097686943e+00 3.191329882778698e+00 3.390625000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
335339885511785170027252174512524272670	1.000000000000000e+00 2.000000000000000e+00 2.836766773518899e+00 3.224494824168045e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
332125673368075459318595359180983463846	1.000000000000000e+00 2.000000000000000e+00 2.917739648336090e+00 3.259727441389349e+00 3.406250000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
335166233534856045343397803675806253603	1.000000000000000e+00 2.000000000000000e+00 2.696141773518899e+00 3.044807324168045e+00 3.275352441389349e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
196019001454254933020724689682258619456	1.000000000000000e+00 2.000000000000000e+00 2.803449097686942e+00 3.199142382778697e+00 3.375000000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
6248404787681374001915496265601503342	1.000000000000000e+00 2.000000000000000e+00 2.752744214908247e+00 3.111137206946740e+00 3.328125000000000e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
92828487283995006633309553656127042289	1.000000000000000e+00 2.000000000000000e+00 2.928754566572161e+00 3.369102441389348e+00 3.437500000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.500000000000000e+00
112603878826624824882946476786723074744	1.000000000000000e+00 2.000000000000000e+00 2.679409668440178e+00 3.101409765557393e+00 3.343750000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
270890029211528399955549301897078548747	1.000000000000000e+00 2.000000000000000e+00 2.808364648336089e+00 3.204887206946742e+00 3.384727441389350e+00 3.460937500000002e+00 3.484375000000000e+00 3.500000000000000e+00
136836475684231478238028864418244986765	1.000000000000000e+00 2.000000000000000e+00 2.676888699716476e+00 3.122932324168046e+00 3.343750000000001e+00 3.429687500000001e+00 3.484375000000000e+00 3.500000000000000e+00
320257473676335807980272997849019314485	1.000000000000000e+00 2.000000000000000e+00 2.797857007961508e+00 3.177619824168045e+00 3.359375000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
78187328978711223855271737789885132781	1.000000000000000e+00 2.000000000000000e+00 2.905944531114785e+00 3.367187500000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
230244353672692481185922516971426262639	1.000000000000000e+00 2.000000000000000e+00 2.777316457312363e+00 3.165824706946741e+00 3.316329882778696e+00 3.414062500000000e+00 3.484375000000000e+00 3.500000000000000e+00
213159272688327355552536822140312824823	1.000000000000000e+00 2.000000000000000e+00 2.786061890740204e+00 3.121017382778698e+00 3.331954882778696e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
229534363126855869828019986225342645212	1.000000000000000e+00 2.000000000000000e+00 2.702039332129551e+00 3.031097265557393e+00 3.253829882778697e+00 3.406250000000000e+00 3.484375000000000e+00 3.500000000000000e+00
338717195500211981867861421072736763290	1.000000000000000e+00 2.000000000000000e+00 2.842664332129551e+00 3.273437500000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
