GENOME	ENTROPIES for motif lengths [1 2 3 4 5 6 7]
154918697600375238687554227865067561605	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000001e+00 3.406250000000000e+00 3.484375000000000e+00 3.500000000000000e+00
264857300616321411393760129303978103088	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
71706370197935828605586746476633169149	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
99088234532960024200519343505244964719	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
23384507966152141705557027786523083485	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
189693809221727457231484619742581519319	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000003e+00 3.468750000000002e+00 3.484375000000000e+00 3.500000000000000e+00
269840391782858419750746503414201558096	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
123604428197330202262175020994204924223	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000002e+00 3.437500000000002e+00 3.484375000000000e+00 3.500000000000000e+00
321662188912174724530198104100283218162	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.429687500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
316227768194721418116073790178674939631	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000002e+00 3.468750000000002e+00 3.484375000000000e+00 3.500000000000000e+00
291958431641659224072627611910739108270	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
242928301827646150517182062658234356678	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
212900960853890134908647163138568825222	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000002e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
149160117145177431455472558394902414970	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
130824880372336667594839975040164222732	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
161203390444829324400843817322991500598	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
95968472963328282435343088469739361538	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.406250000000000e+00 3.484375000000000e+00 3.500000000000000e+00
64292807405006724158387572563511256957	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
1805990267503352490255871403691439707	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
9685867885628517282079391609182144560	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
186985237417235224214185449387076727939	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000000e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
140265700481748016323548668005326948105	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
209346393360806350534008953058103002038	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.414062500000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
197282668722557986689680780453473610183	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000002e+00 3.437500000000001e+00 3.484375000000000e+00 3.500000000000000e+00
233516360578440961713291685974279141878	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.429687500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
328302860882708492449167496537262291220	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
84461741692524801927333419976957068511	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
114817526351750172642161537158363864578	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000000e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
181110911666336860203633684337763365032	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
305203486062483437370624024007599358669	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000000e+00 3.406250000000000e+00 3.468750000000000e+00 3.500000000000000e+00
107009076518129230092680197914985670844	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
73946871406223622444580255321633509321	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
259068648141313024734312246049956342061	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000000e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
81517200431329117860347959179738100550	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
309525243916389251065028127091815263696	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
46394306760231584578600686693192588927	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
73385489192093832803630720491553298340	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
192136286206742474243839190219919324461	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
282508556911699558228525593465728106759	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
192636802339858418230412782260948405274	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
55898900560292922077861808116280358291	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
108985738578319129861029497342411375985	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
4352608668449271940749648198667863254	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
213560486993841862444128709463660638939	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.421875000000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
312514692026019008262806143631547172104	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.437500000000001e+00 3.484375000000000e+00 3.500000000000000e+00
266232502696889019236155988086213862250	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
108901563388854146916109204031960529379	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.406250000000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
255667606201727562115059209608700129572	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
285123147254323777707498487043382468868	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000002e+00 3.437500000000001e+00 3.492187500000000e+00 3.500000000000000e+00
102853788016096400909222775673694126494	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
173272907802565666124652535162860829612	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000003e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
96239278768722745061420000971342361082	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
304407153556412674659377563219996736585	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.421875000000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
125884411026453818259596254982628480685	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
284852246284455756314146845223389824905	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
205740775460606013846220007579176692431	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.429687500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
273532469395425942005229444540941798739	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
333877449256242188880096929904992316174	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
255395338662418963207899507604944313257	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
237898311595854327312002549545734872805	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
252046926545374186059936205769453541407	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000001e+00 3.421875000000001e+00 3.484375000000000e+00 3.500000000000000e+00
226280074454848711679749381799432367649	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.390625000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
313821973908782896516191554499830615178	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000002e+00 3.437500000000000e+00 3.492187500000000e+00 3.500000000000000e+00
141262827773344947794722894509888429434	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000001e+00 3.375000000000001e+00 3.484375000000000e+00 3.500000000000000e+00
95040679044636977371274093121414794377	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
167062240944851178628640885655644769397	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
72135295322552195885982807206084295947	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.429687500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
22742381786805800185655982011715233030	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.414062500000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
231291108273030656015552605994596323102	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.398437500000002e+00 3.468750000000001e+00 3.492187500000000e+00 3.500000000000000e+00
141030444990691638613911210554329942967	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.421875000000000e+00 3.484375000000000e+00 3.500000000000000e+00
39382057862238970197633727223205607749	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
243594725195052118559462933292709155180	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000001e+00 3.468750000000001e+00 3.492187500000000e+00 3.500000000000000e+00
288538419479694574467221606538435483058	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.429687500000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
307990761189498127753162800327993384182	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
317501886233069754050180652991661621728	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
257174419161220692475669517405945033156	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000002e+00 3.453125000000001e+00 3.484375000000000e+00 3.500000000000000e+00
149646904071418753012815729821050543665	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000002e+00 3.406250000000001e+00 3.492187500000000e+00 3.500000000000000e+00
68939357417498922498681970610559129366	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000000e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
60218713633514260116731452865226123259	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000002e+00 3.406250000000001e+00 3.492187500000000e+00 3.500000000000000e+00
316803068848337090557053818262910976095	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
