GENOME	ENTROPIES for motif lengths [1 2 3 4 5 6 7 8 9]
285523344366960755311165948105375004626	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000000e+00 3.375000000000000e+00 3.437500000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
261140653726021523469161617675076463245	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000003e+00 3.375000000000003e+00 3.437500000000002e+00 3.468750000000002e+00 3.484375000000000e+00 3.500000000000000e+00
205664077321597694200196288680327104832	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000000e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
208135414952762914436794285441538256590	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.421875000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
44297785607415407642964016595734775732	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000000e+00 3.390625000000000e+00 3.429687500000000e+00 3.453125000000000e+00 3.476562500000000e+00 3.500000000000000e+00
231514986168536622124035399242807820857	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.406250000000000e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
334070513543762468918455296985672785011	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000002e+00 3.343750000000002e+00 3.398437500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
24275771816372377013136977706024668079	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.171875000000002e+00 3.328125000000001e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
252243625359797662869694881579260075647	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000002e+00 3.390625000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
107572196319035829369181770143219190036	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.210937500000002e+00 3.343750000000001e+00 3.429687500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
258362893176893199063567824522040402998	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.210937500000003e+00 3.343750000000002e+00 3.421875000000001e+00 3.453125000000001e+00 3.484375000000000e+00 3.500000000000000e+00
133643445809404371581382897546845933952	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.312500000000001e+00 3.421875000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
110070838936703965006971389311497259830	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.359375000000001e+00 3.429687500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
273912148142126816650777005758620465861	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000001e+00 3.343750000000001e+00 3.414062500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
210436913823756111408352691609909050940	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.406250000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
57802771725963137997057711009650342558	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000002e+00 3.328125000000002e+00 3.414062500000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
7365823265570322280597053375557137889	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000000e+00 3.390625000000001e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
109021799761972558353816697225528918264	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000002e+00 3.390625000000000e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
264808951899531379919349903032043696114	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.382812500000001e+00 3.453125000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
140764683601857527706260295345404906879	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000001e+00 3.375000000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
287028888895398367849221593244764883356	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000002e+00 3.390625000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
72926279216027242164161754658112890160	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000001e+00 3.421875000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
335479998447533965887115603989201231986	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000002e+00 3.328125000000001e+00 3.390625000000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
169042916611114154680775886004194694885	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.343750000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
237428039411578382864260886837917695799	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.421875000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
311265350512104119888848239513992880532	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000003e+00 3.359375000000003e+00 3.421875000000002e+00 3.468750000000001e+00 3.492187500000000e+00 3.500000000000000e+00
187251102167616612641826870086979950020	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000002e+00 3.390625000000001e+00 3.445312500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
189874077364288338501452592586471057835	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000000e+00 3.359375000000000e+00 3.414062500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
123956374729756455037403439672048425020	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.421875000000000e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
262499147754027953939037542639980956497	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000001e+00 3.343750000000001e+00 3.421875000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
223035478930657291240553609083047529524	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000001e+00 3.421875000000000e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
47960543501741780988605534977130370271	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.257812500000001e+00 3.375000000000001e+00 3.429687500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
31432067233863540466616345080602953212	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.203125000000001e+00 3.328125000000000e+00 3.406250000000000e+00 3.453125000000000e+00 3.476562500000000e+00 3.500000000000000e+00
70830381976511775837434972218450345757	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000001e+00 3.359375000000001e+00 3.414062500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
192503753826212543477970452329582124838	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000001e+00 3.343750000000001e+00 3.406250000000000e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
283091505777607226354925185062573449473	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000000e+00 3.343750000000001e+00 3.414062500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
248950865348158265747897501696388166214	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000000e+00 3.406250000000000e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
93667406838666703092637371634962058352	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.375000000000001e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
92230492202521763296707684495250913478	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.187500000000002e+00 3.328125000000002e+00 3.406250000000002e+00 3.453125000000001e+00 3.484375000000000e+00 3.500000000000000e+00
44444740586811682967906408798935628310	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000002e+00 3.406250000000002e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
86557373083226931304485769594263293819	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.421875000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
212215327705307142414346003730472343678	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.187500000000003e+00 3.312500000000003e+00 3.406250000000002e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
214657769352884465274335378236678834374	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000001e+00 3.343750000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
129800809101827279560390497376502524939	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000001e+00 3.359375000000000e+00 3.429687500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
259609532254512160111121959791987890247	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000000e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
21928493990561164395973206164882441634	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.156250000000001e+00 3.281250000000001e+00 3.359375000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.500000000000000e+00
90262161423741445293810960783230973958	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000001e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
237315790176572825108625124906743972409	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.437500000000000e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
28421546232408808294626774454843429071	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000001e+00 3.375000000000001e+00 3.429687500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
142304580635993180627791559609631226149	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.421875000000001e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
292653245660541751247433451059094555471	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000002e+00 3.421875000000001e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
265816394259068193802245492581795632518	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000000e+00 3.421875000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
119158523650560602240431363315648108727	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000000e+00 3.375000000000000e+00 3.421875000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
79151585229380678584144847998200029700	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000001e+00 3.390625000000001e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
12373289193714821869017214609421345048	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000002e+00 3.359375000000001e+00 3.421875000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
125276611844088807314105821086957865253	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000000e+00 3.375000000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
32086390086698950905386094682400419168	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000001e+00 3.421875000000001e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
307707912599608225837778104195450523342	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.203125000000001e+00 3.312500000000001e+00 3.398437500000001e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
306111279398871484541133002300383501225	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000001e+00 3.375000000000001e+00 3.421875000000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
65612764043505206478838897799714330585	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000001e+00 3.343750000000001e+00 3.406250000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
41161120844272108009456217249110891099	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.195312500000001e+00 3.359375000000001e+00 3.421875000000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
314370815639462453210143044136764099477	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000001e+00 3.375000000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
156492618820137571104923920973758973310	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000001e+00 3.328125000000001e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
228726312576808861230572428682658162594	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.195312500000001e+00 3.296875000000000e+00 3.375000000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
240530485938004812115797677993919708304	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
70421162754705467509630860932391487423	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000001e+00 3.328125000000001e+00 3.390625000000000e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
154684439902642127885399940637329543744	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.187500000000001e+00 3.328125000000001e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
212905319808375865993106163204174420895	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.390625000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
24337276972563275588901872238005631162	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000001e+00 3.359375000000001e+00 3.421875000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
96915270822916253515875688069440804412	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000002e+00 3.390625000000001e+00 3.460937500000001e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
252425971420981610162740243631109414234	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.195312500000002e+00 3.328125000000001e+00 3.398437500000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
322633364320821952966921649168245038556	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000001e+00 3.390625000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
220430606382575890252437326668435780000	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.359375000000001e+00 3.406250000000001e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
264812807397945828033295228605334017663	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.203125000000002e+00 3.343750000000001e+00 3.406250000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
159689493811037501104062154559981450630	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.140625000000002e+00 3.265625000000001e+00 3.375000000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
65267118901120908899369635372619542953	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000003e+00 3.406250000000003e+00 3.437500000000002e+00 3.468750000000002e+00 3.484375000000000e+00 3.500000000000000e+00
333055860379816659858302195814997045707	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.390625000000001e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
273367431759204306557359902806176066695	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000002e+00 3.343750000000001e+00 3.429687500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
333023907673976478953491882478495223062	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000002e+00 3.375000000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
21597855933563167637296491824418610203	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.421875000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
296815410559813943358215899565670947736	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000001e+00 3.375000000000001e+00 3.429687500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
113221017061567764282124071447751022323	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000001e+00 3.343750000000001e+00 3.421875000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
228816711125400569395030619465629708392	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000000e+00 3.375000000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
100353404728043669383290318703370802684	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.320312500000001e+00 3.421875000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
17540179695611261743454944760608188159	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
211366551740830639519541862461749215160	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000001e+00 3.359375000000000e+00 3.429687500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
230357360912806367250807587629715804096	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000002e+00 3.375000000000000e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
96303472234726089080971076214214902086	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000002e+00 3.328125000000003e+00 3.406250000000002e+00 3.453125000000002e+00 3.484375000000000e+00 3.500000000000000e+00
256237126717769331141426365413122352505	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.390625000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
260349943774789883685629117491421397180	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000001e+00 3.359375000000001e+00 3.429687500000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
295754216530570019550234487672771404756	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000001e+00 3.375000000000001e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
291138767625166139792405434384302806273	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000002e+00 3.359375000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
198279639083935627680626309762732900137	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000000e+00 3.406250000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
169338719321376814543488232614463494016	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000000e+00 3.437500000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
123560118416149693898024022586617718048	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.296875000000000e+00 3.406250000000000e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
53722686455096854583539660609811418819	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000001e+00 3.390625000000001e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
30264521474897528540576293880083843737	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000001e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
268362310811129019812758120854682367688	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.210937500000001e+00 3.343750000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
59198728938922494196339009419943177825	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.171875000000002e+00 3.281250000000002e+00 3.375000000000001e+00 3.453125000000001e+00 3.484375000000000e+00 3.500000000000000e+00
164789714753238171789460051515566999286	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000001e+00 3.375000000000000e+00 3.437500000000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
243533209425804014105958473485609923887	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000001e+00 3.390625000000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
33281168693631817299284339944187364213	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.242187500000000e+00 3.375000000000000e+00 3.437500000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
309059532598887394891919720736477058033	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000000e+00 3.375000000000000e+00 3.445312500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
126158815480556420377551244515783884673	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.226562500000002e+00 3.390625000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
57110716417161788441938270094552907481	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.351562500000001e+00 3.453125000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
84526505433184611697970130540674550186	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.335937500000001e+00 3.453125000000000e+00 3.476562500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
228925512005753257985274728048525336705	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000001e+00 3.406250000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
223159357742923179497574934627022317998	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.273437500000000e+00 3.390625000000000e+00 3.460937500000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
174041671726971224653263474436585380964	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000000e+00 3.390625000000000e+00 3.445312500000000e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
16523097242449910801037402627030631156	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.421875000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.492187500000000e+00 3.500000000000000e+00
184049744683488297652110661565463783993	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.281250000000001e+00 3.421875000000000e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
176798583866887009286083986000583156885	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.367187500000001e+00 3.437500000000000e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
220877566666482180258076686060774401734	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000002e+00 3.343750000000001e+00 3.421875000000001e+00 3.468750000000000e+00 3.492187500000000e+00 3.500000000000000e+00
293975185670390561334323979793220736839	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.265625000000001e+00 3.390625000000000e+00 3.429687500000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
239462670231973792749336301141849929970	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.187500000000002e+00 3.312500000000001e+00 3.375000000000001e+00 3.437500000000000e+00 3.484375000000000e+00 3.500000000000000e+00
201813874179775842549368580540111046017	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.234375000000001e+00 3.328125000000001e+00 3.398437500000000e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
249138530256362867173594304654302977058	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.203125000000002e+00 3.312500000000001e+00 3.382812500000000e+00 3.453125000000000e+00 3.492187500000000e+00 3.500000000000000e+00
299496543650109754562698805026928207506	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.179687500000002e+00 3.312500000000001e+00 3.382812500000000e+00 3.437500000000000e+00 3.492187500000000e+00 3.500000000000000e+00
187715613774812284915816295891800697612	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.250000000000001e+00 3.359375000000001e+00 3.414062500000001e+00 3.453125000000000e+00 3.484375000000000e+00 3.500000000000000e+00
336202471218889407097975660192276879938	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.328125000000001e+00 3.421875000000000e+00 3.453125000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
154087295365320011038296089380725278400	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.218750000000001e+00 3.359375000000000e+00 3.437500000000000e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
148452856620871765899196087370549420750	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.304687500000004e+00 3.406250000000003e+00 3.453125000000002e+00 3.468750000000002e+00 3.484375000000000e+00 3.500000000000000e+00
165249022358636140897896442852392482002	1.000000000000000e+00 2.000000000000000e+00 3.000000000000004e+00 3.289062500000003e+00 3.375000000000002e+00 3.437500000000001e+00 3.468750000000000e+00 3.484375000000000e+00 3.500000000000000e+00
